0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
DB01053,"[-0.6599408797824818, 0.19967716382888534, 1.7176180928822646]","[0.33592092732932366, 1.0395859384968735, 0.421797240760092]","[-1.1429187194707369, 1.4360193578669713, -0.6145120110455559]","[-1.1593039444071498, 0.4840079709144242, -1.7938068767022537]","[-1.0197781148065073, 2.8512108663915074, -1.1626507939517008]","[-2.4227660212190436, 1.19238944757777, 0.21465655873681896]","[-2.0039402739624914, 0.26565392303978835, 1.231591857644548]","[-2.082958344609862, -1.2069484166257467, 1.3404604361678174]","[-2.9664405934381297, -2.0707835127078456, 1.1014649657149058]","[-0.6511998697313657, -1.2485722581923056, 1.7653430058277866]","[0.1552814640347295, -1.8584982034600985, 0.7137032266452715]","[1.5499977328565917, -2.1216791015138643, 0.8788540370999638]","[2.119323935829605, -1.8947320433939094, 1.9795923160243585]","[2.348721567573546, -2.6259825536877615, -0.2738715924825203]","[2.6069957681174416, -1.524341961417627, -1.2451352171025556]","[3.6426611333791765, -0.6106090347347354, -1.0152170450373827]","[3.8599528867749875, 0.4410950305675142, -1.9105311429114784]","[3.040676944250593, 0.5829310623928872, -3.0346781086273062]","[2.003770955970223, -0.32654052275864814, -3.263756579702019]","[1.7854141792686613, -1.3780350146858076, -2.368418100282709]","[-2.978814582555945, 2.423001140774626, 0.8699982706561505]","[-2.2461748920692384, 3.10367216972428, 1.8356284418628481]","[-4.114481259334751, 2.8474785516061427, 0.5343611493421209]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00231,"[3.0989561185289016, -0.07252179284762261, 2.1556660980764226]","[2.323161113823876, -0.32737250539259083, 0.9470795251019297]","[1.5915612493526425, 0.7605754721784596, 0.34866911718426336]","[0.3039387762305085, 0.5852530099335352, -0.22610770132894442]","[-0.3374934428973942, 1.6920195981496065, -0.8057313127523994]","[0.2603825000353094, 2.951307057577683, -0.8098859079244682]","[-0.5684292573269657, 4.310725898239486, -1.535750155680144]","[1.5131553426037767, 3.1275437591145048, -0.22856644267652246]","[2.171161249192981, 2.040749836734497, 0.34582574729535265]","[-0.41207753415721693, -0.7239240118772556, -0.23560752952553812]","[0.19928278673535696, -1.8312801926786917, -0.5517426947107031]","[1.6138644352795877, -1.968087295494176, -0.8763947573745753]","[1.9497835716134038, -1.1842268538191736, -1.9829366775822321]","[2.4457972212509023, -1.6097726339181924, 0.3078371837474435]","[3.2549369168730236, -2.4665881429251537, 0.7546852937587225]","[-1.8625353948896304, -0.7934551815009604, 0.07934678468330202]","[-2.5085052505147996, 0.256346858865465, 0.7532213061412932]","[-3.868540946669822, 0.1730947166237698, 1.0641728549599982]","[-4.597341989657987, -0.9646701854531999, 0.7103962565680408]","[-3.9656240210363944, -2.019908135827191, 0.04831800015647497]","[-2.6054334443706693, -1.9358092756833714, -0.2624949881176165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00373,"[1.8953835214182315, -0.7265408731283856, 0.7200933249404364]","[1.6759551880488233, -0.7529960953912838, 2.096854262398786]","[3.294259807853408, -1.2366980769755167, 0.4216082021786669]","[3.632915911931781, -0.9936506760334313, -0.981460393435456]","[4.599704144274491, 0.1013395764135819, -1.1262722192256305]","[5.899281706117989, -0.21299378915439166, -0.3998605361789054]","[4.913885429545047, 0.2699769061367759, -2.5976037669262486]","[4.026364151926321, 1.4146048229982604, -0.6147475361599131]","[0.8580812495998554, -1.5926935064204362, 0.022052858607415196]","[-0.4187627677789424, -0.9680432281897983, 0.06940802367018221]","[-0.7471602276925559, 0.1266404382933558, -0.7358181875165296]","[0.129300065468092, 0.6176027310076385, -1.6531130127669023]","[-0.7565365801020991, 1.8397704135426303, -2.3149239361246714]","[-2.2035183118898187, 1.812753985217139, -1.5249167621401094]","[-2.0179024482256085, 0.780881364069863, -0.6580756256786258]","[-3.0627734819227324, 0.38951010583633705, 0.25202049257609643]","[-2.7707828714159897, -0.39202984361160426, 1.4549023135157562]","[-4.004446005076934, -1.2053677798699114, 1.8460403833814065]","[-5.116174807544163, -0.3543005320871441, 1.9725269327348378]","[-5.447795048745431, 0.06196982021520556, 0.6713455888088679]","[-4.3792786257814, 1.020264237129583, 0.14492194990433754]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00860,"[-0.9523172295131718, 0.9709311618359148, -0.5599463679498208]","[-1.8632054723779523, 2.179934931619251, -0.6144997779554051]","[-3.187130186353133, 1.6205312185745542, -1.1398210404992992]","[-3.052688669920211, 0.08676502019445065, -1.1730030571642627]","[-2.7431684724405034, -0.2869781449357086, -2.486263885221309]","[-4.325523994795789, -0.627737438781285, -0.758961778222723]","[-4.357634988678746, -1.8490932843755816, -0.7690472511508886]","[-5.557281246305535, 0.1231480665755508, -0.35510755307482983]","[-5.85920264890835, -0.14553423930147208, 0.9798892300627564]","[-1.8552737124455276, -0.20128236643301733, -0.24358285938601817]","[-2.287593156216862, -0.1786754192587248, 1.2344818638660209]","[-1.0895947063149314, -1.4963476824117055, -0.5538677590432827]","[0.243755926840888, -1.576239554935451, 0.21562840421534704]","[0.0063833283581711244, -1.9032509848274084, 1.5524609332994224]","[1.0927161353357084, -0.2801479668436322, 0.08067415577658377]","[0.29468026484609, 1.0288801109239258, 0.31880790954410443]","[1.144068852573331, 2.235827651577829, -0.09047961285126274]","[2.4490931104946165, 2.2854142455611726, 0.6937424974808695]","[3.19101813260457, 1.0024951062987322, 0.5023295254893883]","[4.47836641004939, 1.0483398483929973, 0.1493063480722426]","[5.231122875814879, -0.18862347894002032, -0.07321435084720619]","[6.458839742790444, -0.14470672740160884, -0.3436948750993396]","[4.5306436207077345, -1.4737123350344998, -0.023531600975413975]","[3.2502985333857946, -1.5241330238015756, 0.34832882425909417]","[2.4677830531050553, -0.30595425686406635, 0.7990328617643545]","[2.2918444973638814, -0.39985045740820385, 2.3103392156112816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00704,"[-1.8922706860784944, -1.6387227724707374, 0.22345515439075328]","[-2.8638821312870615, -0.7222518596811257, 0.7516160716865067]","[-2.3209249426789, 0.5447461765171343, 0.8294474735228542]","[-2.985201250125824, 1.752277996860847, 1.0421249344432024]","[-4.325470271897718, 1.7785435752188823, 1.4035774243930552]","[-2.2686471962083776, 2.9480365520653833, 0.8428539158891089]","[-0.928811025622927, 2.907850040778691, 0.39613289076479785]","[-0.2855447890668932, 1.6711912445689316, 0.21706493248431893]","[-0.9949881525627843, 0.5140631432372508, 0.5361096696673531]","[-0.5332162964738936, -0.8849020614340287, 0.32456045064552014]","[0.22464732732121798, -1.3224173368371799, 1.590998049951363]","[1.750203474827749, -1.3439286449396275, 1.4035130070813422]","[2.242362281740584, -0.17392917888613624, 0.6606984227182754]","[3.632993867321027, -0.4421758934362234, 0.3331463447825672]","[4.462299668264251, 0.8108429219914929, 0.5402043328551698]","[4.86408127778783, 1.3704858452838549, -0.8088410671793059]","[5.858528395726307, 0.5717069362530744, 0.005715553139192751]","[1.534326179212494, 0.09730011798781278, -0.6131462840482758]","[1.0102620596772476, 1.5547238052186398, -0.5466132396172453]","[0.38712179513818007, -0.9232904625755456, -0.9128549337138014]","[0.931054041172817, -2.201630743845606, -1.0979018793508724]","[-0.4161150970173673, -0.5590488677020394, -2.161337228294589]","[-1.5232506396592669, -1.5821855644789253, -2.422744767782027]","[-2.2869794894974858, -2.012818421579841, -1.1911042180453804]","[-3.272578400009748, -2.7144665481127768, -1.3466750103853697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00585,"[-4.97422705074892, -2.9874501680812835, -0.5851987789693102]","[-4.997030839095042, -1.905931783432493, 0.3849097913932665]","[-3.8715825335471945, -1.1050738371436182, 0.7722852381608164]","[-2.5397616330989634, -1.369084006060626, 0.3035005294624159]","[-2.125811154672593, -2.5278572853216716, -0.47067968930521775]","[-0.6566292818352846, -2.412473915039603, -0.8337302228376303]","[-0.4283452634720181, -1.2491810889687909, -2.215954469595784]","[-0.211022658432064, 0.19524703826052336, -1.1299190027070731]","[1.1707513888594856, 0.22756475019426545, -0.5755926207454796]","[1.4551734577593807, -0.171018477507366, 0.7303633297541977]","[3.1186643338655102, 0.008470920153417171, 0.9269971277472384]","[3.38428841377914, 0.5576073544625013, -0.6330570000621679]","[4.704086893958049, 0.9838051389093266, -1.1764550684236643]","[4.868768104543802, 2.418366209545317, -1.011648122818513]","[5.591974352093998, 2.8906017638689665, -2.1777951722154274]","[5.747367366999034, 2.617370723697387, 0.12771387960408626]","[2.2314317757656346, 0.6321344345506489, -1.3259559916105714]","[-4.108663572380424, -0.07572906667730267, 1.5906854084469217]","[-3.1131104922585546, 0.829419644714977, 2.0869028000835277]","[-1.7749522195371674, 0.6717596277598398, 1.808928205326358]","[-3.4713693885428936, 1.7714520221169052, 2.8208830109718996]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00563,"[-2.1092045595269338, -0.5899468119521005, -3.2794084800935104]","[-1.9149533533412084, -1.2694868332164004, -2.0056608307934805]","[-3.0646504279574613, -1.9464490886216133, -1.415388626643006]","[-3.844328904668786, -0.998998746306796, -0.5681364721508467]","[-3.6528955156892615, -0.9725319277678411, 0.8173896099287071]","[-4.352976581554669, -0.08719935102001247, 1.5762370795539369]","[-5.234166476333171, 0.776236313823291, 1.0070963369763264]","[-5.928532846967989, 1.6580398065136501, 1.7709143251673056]","[-6.807161538428724, 2.52606710800949, 1.2020576416305209]","[-7.52595983507085, 3.443251959777766, 2.0175961421895594]","[-7.000648134151266, 2.5203653143617593, -0.1448412307661452]","[-6.328179943102741, 1.6550474974080478, -0.9493989738185243]","[-6.553452555597456, 1.676764148788933, -2.3555071561376053]","[-5.421565579327959, 0.7543280391877689, -0.3850914829103125]","[-4.720783526919165, -0.13138675880512485, -1.1422886912295256]","[-0.6405058344812485, -1.2351079267989145, -1.3337526485247446]","[0.4316847475658649, -0.5052395414575552, -1.8717933566933118]","[1.6680076411200995, -0.4737126033529643, -1.221368674177555]","[1.8558802567878072, -1.1719611510188097, -0.021178940794894238]","[0.7892661902923324, -1.902823205916135, 0.5190947180051168]","[-0.4469072207740722, -1.9343463739897842, -0.1313615078527064]","[3.160502292121519, -1.1402053962059888, 0.6624291234382593]","[3.319685959074213, -1.771894604348864, 1.7426624309590297]","[4.244751078955859, -0.3873516481279812, 0.09967391546374657]","[5.595511941716281, -0.3169703544444258, 0.6518004939524535]","[5.584389021402931, 0.2220839733228753, 2.0817964519135046]","[6.972412977495426, 0.6687034709694027, 2.5200627689596025]","[7.340467842450255, 1.9612602170621003, 1.8756596559455287]","[7.999373434191527, 1.965719522719174, 0.6534725195149322]","[7.028308375631016, 3.0495921026910873, 2.424665202258501]","[6.299654318386571, -1.6344069516218092, 0.5284361617277517]","[7.1654374612296605, -1.8483337417836452, -0.5349802822535483]","[6.091539295474878, -2.5591064578781486, 1.358052987624154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01036,"[3.6884401220720977, -2.5695427691327155, 1.9661394609960208]","[2.8335745392627545, -1.4636418028674651, 1.3775891794305242]","[3.285968682626384, -0.1039025520583047, 1.8911266094574082]","[2.7584868494970842, -1.5781571248946404, -0.09425853952015921]","[1.4165451360457384, -1.299674526494816, -0.616171081496636]","[0.9393378592107036, 0.11535956796178667, -0.300748019610396]","[-0.5097337719427566, 0.30134502492763027, -0.7381711859204364]","[-0.889739883419006, 1.7466362259871697, -0.8548614437341998]","[-0.7117898305780824, 2.6405328026779977, 0.21244022931652876]","[-1.0901385346272023, 3.9794893737695247, 0.07928164776298076]","[-1.6508281602586055, 4.431048123544217, -1.1187632206638944]","[-1.834321424881577, 3.5435461837124995, -2.183004793388767]","[-1.4559741007205897, 2.204176602363266, -2.0501164680089263]","[-1.495327619902134, -0.48387199596409197, 0.08710510996122423]","[-1.5234836400103051, -0.43923447675201366, 1.498092681294401]","[-0.6108594256203138, 0.3291891563515553, 2.210966654129708]","[-2.4790253049318536, -1.180565043448419, 2.1998421108991373]","[-3.408778823883003, -1.9630013310372083, 1.5112050646869237]","[-3.387053626097278, -2.006620609709597, 0.1157582880850167]","[-4.377537005108776, -2.8369355809501418, -0.6172331154514131]","[-2.4354780570336336, -1.2680855356581733, -0.5917085734855881]","[3.836782015302519, -1.0027590771817372, -0.9276872671728638]","[5.190144747139439, -1.6141230167259888, -0.6112781770816745]","[3.9107892578636503, 0.5187923815815615, -0.9100733697627378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01048,"[-2.1280122063145765, 3.512969469377805, 1.2567974712037147]","[-1.751891490920884, 2.1833204345676256, 0.9206205025736907]","[-0.4527381318323639, 1.9064793659556751, 0.5943832147374334]","[-0.1378834664110336, 0.6264226517662964, 0.2805947210881355]","[-1.0476850327396812, -0.37090591964234243, 0.27922216038763537]","[-0.4685741642965964, -1.5364970747655993, -0.0643998946004207]","[0.8336713468882465, -1.18797747399621, -0.26897767636390757]","[1.0567060436755118, 0.13804089250126003, -0.06315159074882142]","[2.312263110344559, 0.8735117183158617, -0.1755749162136211]","[2.9256358552055746, 0.6832363320839162, -1.5586118875756296]","[4.338631633911349, 0.16626054635955084, -1.3257959684246867]","[4.529159001854337, -1.1444909907449414, -2.0682367140856237]","[5.8648963695805785, -1.5415398843406305, -1.9995705985509542]","[4.425145331056374, -0.05249418522493973, 0.14508076362011296]","[3.324908943950087, 0.332040472956513, 0.7714218111037163]","[-2.3688581391514214, -0.1044034497880258, 0.608186621715141]","[-3.349921096572433, -1.1426674958231586, 0.6157932408616165]","[-4.738693980910163, -0.8892808593413988, 0.9606852352392408]","[-5.45709727065934, -2.2109189498092308, 1.1325594588422523]","[-5.014836453297598, -1.4270413819381638, 2.349554529918773]","[-2.694826203360305, 1.1859357815302138, 0.9260099709286899]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01416,"[0.9329066617769574, 1.4608885977069397, 1.37041224950145]","[0.5617293621104975, -0.11193485438090155, 2.264444304498785]","[1.4591020448838807, -1.2929820931217284, 1.1748482736369141]","[2.8356364479622314, -0.8425689761378599, 0.7639652559291947]","[3.944277902365962, -1.836915774381495, 0.8906383215563426]","[4.844498769711234, -1.4207936074499465, 1.8721233587915962]","[5.852745414651498, -2.383088384423919, 1.852359547381825]","[2.9837728733259428, 0.36611668794687974, 0.18966826241967988]","[1.8864151921703192, 1.26101106939447, 0.3099870624485798]","[0.9658874240335655, 1.9657154164343127, -0.6091272711437793]","[1.004561040122489, 2.3121235997046394, -1.8185114684339003]","[-0.0592494617572901, 2.031773427040816, 0.4873069738635673]","[-1.2217763444935124, 1.1663733392223306, 0.23780688129334193]","[-1.294462940166711, -0.04957084724881792, -0.5268075415801327]","[-0.2929215797721367, -0.45446657283082725, -1.1758728242571956]","[-2.5562753962160665, -0.8327253195790695, -0.5490374115507558]","[-2.548598908850963, -2.1147959195775163, -0.7747817953025101]","[-1.3936695267554848, -2.834569359028395, -0.9834791527105731]","[-1.4609503389235372, -4.22847624656369, -1.2198838438157413]","[-3.8581724961177706, -0.1712980314144099, -0.3042155606424924]","[-5.048168652055575, -0.892835624538964, -0.14695885288868324]","[-6.281935633742654, 0.23204248933351745, 0.08804354238395208]","[-5.261315816043026, 1.5516489142076662, -0.02523027217576944]","[-5.677101749758793, 2.9071796089937774, 0.08544656582280537]","[-3.9849856780342967, 1.1841581094527935, -0.240500006708524]","[4.207228250120987, 0.8289476373932809, -0.5037608035451008]","[4.308134552218714, 2.1580758409248033, -0.8953502378075731]","[5.152688587233097, 0.04096687292010434, -0.7704447417495979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01203,"[6.33256410195988, -0.8755437692123681, -0.17974202708957973]","[6.021966228840937, 0.5215603394369813, -0.6967506766992441]","[7.074099364845549, 1.466522865251074, -0.15612942600481672]","[6.10607513028576, 0.5416923237740897, -2.216019906479857]","[4.706901101456283, 0.9772947354342727, -0.23342652495849242]","[3.638470007858139, 0.10630046868115055, -0.7206014870175593]","[2.2952930228078126, 0.619326833105671, -0.23986580526314974]","[2.0039965192035893, 1.8328335827647155, -0.8652750013403524]","[1.223215103849102, -0.397407645212274, -0.5777967058245239]","[-0.015127117576408682, -0.001094996008804019, -0.0022575066415660267]","[-1.1926812005277003, -0.7439040379270848, -0.1493423971010531]","[-1.2043654619359432, -1.938761946462943, -0.8866256488185689]","[-2.3835175965118136, -2.6690969334865002, -1.0351083808645392]","[-3.5647180101356635, -2.212665524550352, -0.45053365937126727]","[-3.5787480614644247, -1.0200034750538864, 0.2769841962298262]","[-2.3809373097260536, -0.2860270232274184, 0.44818002283905795]","[-2.3763201390652795, 1.0375049250647463, 1.1735918922519188]","[-3.579935166134396, 1.2258539766381447, 2.0943626251088063]","[-3.4281946077107035, 0.45244782584479387, 3.248773517610034]","[-4.8642472629690845, 0.8566860055454193, 1.3544925575820255]","[-5.974661603633877, 1.1225895444163085, 2.1554967063983552]","[-4.859127043715588, -0.6161080748161297, 0.9514054254424016]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00211,"[-2.7811246694237055, 2.6431464604819137, 2.6198287085677063]","[-3.4746538807520424, 1.589799955362862, 1.9648718937427867]","[-2.893396428171648, 0.8154207123291836, 0.9571891800884914]","[-1.575983331375606, 1.034667785481327, 0.5277156245427939]","[-1.0134098357089103, 0.24640084805361306, -0.48736462572177675]","[0.39915110350576594, 0.48309819752535954, -0.9277873836437739]","[0.5866148651607456, 1.8277942146136745, -1.255937346286942]","[1.3750782734596654, 0.06660203309474737, 0.16005116460769847]","[2.7329691035864596, 0.08822514437300069, -0.3591952549727525]","[3.8557717471220974, -0.2605116318038921, 0.45005115949203833]","[3.6978692854852198, -0.6160634546361357, 1.6484999423211768]","[5.22165693428339, -0.23782257673363927, -0.13772439007239048]","[5.503925365518772, -1.5153315720570604, -0.7670645659123533]","[-1.774159202288206, -0.7787378790180881, -1.0760816627039296]","[-1.2078394449946508, -1.5686111082030865, -2.0839386659671226]","[-1.913746895383304, -2.622816500673171, -2.724198711382815]","[-3.092570122680023, -0.9936303974236079, -0.6421875380621241]","[-3.6461528673437593, -0.20163023076741368, 0.3660098432777269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
