0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
DB00412,"[-4.50181247328018, -0.9590813722986281, -2.2771974847590477]","[-4.404260694546389, -0.04711903237811462, -1.1486078484820514]","[-4.07573959312829, 1.3461183769264924, -1.4315515577206661]","[-2.684780673377119, 1.6829668324795348, -0.9190815721463137]","[-1.7107101501461597, 0.9374853293393539, -1.6382067089572634]","[-0.34627028552466155, 0.9988434781949423, -1.3445785920773716]","[0.14870317545262587, 1.8082172683245177, -0.30870739215019916]","[1.5192881811914867, 1.8457623682167623, -0.03795620881634644]","[2.4049335236763647, 1.0749697043540936, -0.7992243843321013]","[3.868690623241303, 1.107780647040643, -0.5113132096373341]","[4.202999299324234, 0.33887685261885975, 0.7613606713858763]","[5.853194443410876, 0.8726395624258539, 1.3558324605958767]","[6.501066564527018, -0.7578821682256397, 1.0255131167457174]","[7.72288508823091, -1.0322555950082872, 1.1451874042609407]","[5.562078500559109, -1.7273025724399003, 0.6076251410699326]","[4.283067618595855, -1.1323046105089285, 0.4932480205594836]","[3.26956569770456, -1.818513910875232, 0.1991401661900334]","[1.91558204470681, 0.2693502421006214, -1.832365462838985]","[0.5446237811646272, 0.23194492837851688, -2.102876461976216]","[-4.712254969760392, -0.5044453545683235, 0.1809839400957518]","[-4.74886898560502, 0.3930883518581009, 1.2591393057594604]","[-5.050547672881783, -0.07643958877874121, 2.5380406101751407]","[-5.314148707795571, -1.4316862851094467, 2.736147735066795]","[-5.271663383256571, -2.300007397134025, 1.6443963939640496]","[-4.975620952483415, -1.8239382746085808, 0.40505191802462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00413,"[5.178825068183313, -0.9487864660108564, -1.639502771052752]","[3.665582915338172, -0.985702012655563, -1.616511655175879]","[3.1709005773523096, -0.5301914695600286, -0.26028375109168034]","[1.7188995152136977, -0.5638095824839491, -0.2388075270719439]","[1.2967733360290572, -0.10005418234945011, 1.0752300735605635]","[1.0114892678326293, 1.412388189777964, 1.0535822320545067]","[-0.14070401997723203, 1.7684569923686377, 0.10339373752118114]","[-1.3149252040773436, 0.8632576949193317, 0.3160187009563501]","[-1.185340470763462, -0.38821231200127543, 0.9065092946637509]","[0.07042033660667187, -0.8933429089748915, 1.547403253658333]","[-2.6876181144991302, -1.1417609282813923, 0.9258295302819222]","[-3.4223917724368587, 0.15269320094480773, 0.13572120565432147]","[-4.80023912214488, 0.19637355616881774, -0.21400381377978153]","[-2.5616723126571403, 1.1586902281379914, -0.13456869411323388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00414,"[-5.183230126929484, 2.1781990069893595, -2.0705774427045425]","[-4.946333859431883, 1.8049558445957807, -0.6460891535071706]","[-5.6669449713169096, 2.3292120213511045, 0.24460648769010038]","[-3.8913728205976943, 0.8417267678218223, -0.27569187605071105]","[-3.0829727772111535, 0.2512758110775214, -1.2590603081456875]","[-2.0852722238966326, -0.6598490917650128, -0.9019842397354042]","[-1.8853219605517773, -0.9896274391315415, 0.4418045700827596]","[-2.68748908001208, -0.40628516460439096, 1.427571450780569]","[-3.6853222483430543, 0.5048198815637079, 1.0704792026701249]","[-0.6281967125080359, -2.130798248123499, 0.8834317994618304]","[-1.060057593084404, -3.515394437510977, 0.49189236393663766]","[-0.3861327170292797, -2.094039565733088, 2.3666732268469532]","[0.8413057307096043, -1.7331299846656216, 0.05856903410224495]","[1.4968179642446076, -0.4760133350388008, 0.2252793244146417]","[1.014304433038249, 0.39753246494793915, 0.9963712760940092]","[2.702973311423536, -0.21611586894901919, -0.4943880698381499]","[3.447605355221903, 1.0297279618384305, -0.36159104664793]","[4.44312411875721, 1.1638984763450018, -1.524985368094708]","[5.896191623485378, 0.8670768030434713, -1.1373945140892276]","[5.96357250369166, -0.29228197937020917, -0.15016333017672062]","[5.241944946848503, 0.042680322214253566, 1.1614607647306718]","[4.140807103491807, 1.102429753104208, 1.0051552922297442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00415,"[-1.470105471185289, 1.6140581395203069, -0.022063865697915103]","[-1.5202959871171737, 0.7606310068737698, -1.6476548366123207]","[-2.946474147403686, -0.31193651702276387, -1.1634616278124796]","[-3.9249844893984265, -0.4195650443826382, -2.325146330539339]","[-2.4114253093172793, -1.7018263563132394, -0.8793743912871932]","[-3.5744555480883955, 0.2362483045849152, 0.1372411977070178]","[-2.513699130440456, 0.9989758251026414, 0.7395552877427415]","[-1.5184259723745506, 0.6792007564901729, 1.784819836708042]","[-1.5566099263463156, 0.10548995729653897, 2.9043680949669066]","[-0.4354030306264312, 1.2372304084493946, 0.9166632983042604]","[0.4131335919654313, 0.15597569000625705, 0.42623781258782156]","[1.484633860124888, -0.3883381366057996, 1.1969424778818656]","[1.7598668212384578, 0.08586465704934863, 2.333120906481333]","[2.302653985148115, -1.5004930508211247, 0.6231696467643089]","[2.526567650956438, -2.5414929354462545, 1.6145461417136628]","[3.6014023230580463, -0.997840371479141, 0.0741739334900125]","[4.6221489916109055, -0.5413257560432913, 0.9226316158267753]","[5.820166893756862, -0.06173658829012507, 0.38506051693489896]","[6.002225943806117, -0.03288363591843916, -1.0006209079829027]","[4.986107758840168, -0.4823152623646448, -1.849070244818425]","[3.7875578615030703, -0.9622084424478278, -1.3123250651095268]","[-4.76805099840462, 1.1244290328937878, -0.07338516238121158]","[-6.014017778637948, 0.7152092912995309, 0.38109216147145525]","[-4.652517892668028, 2.2286490275682476, -0.6692416239303429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00417,"[-2.1060535871576067, -0.9009177753161488, -0.9632049359034788]","[-1.7105759236221643, -1.90057195897587, 0.5202801371018435]","[-3.2413414100119975, -1.33054968108426, 1.3819843970613381]","[-2.9521766590480647, -1.1841557717342448, 2.8615172424822153]","[-4.310499094289708, -2.399088043124766, 1.1925459027143326]","[-3.6360535751245293, 0.04581778100986224, 0.8021830561838704]","[-2.944036486768439, 0.14006590332608435, -0.4559774702323454]","[-2.008304481735905, 1.1324628835567951, -1.0243417568955921]","[-1.9556404928997606, 2.3894475719108725, -1.0578081963070807]","[-1.1074078917691261, 0.022946003963978476, -1.462591460958838]","[0.11637051086849078, 0.04222790850132622, -0.6680455481866159]","[1.2197202028966825, -0.8214084914353686, -0.945585329414466]","[1.181422848928564, -1.619472494333028, -1.9195603182949743]","[2.4385411819066247, -0.7515363849749975, -0.09820840241890337]","[3.2805747621688113, 0.29589719642686374, -0.5609728409729132]","[4.4988486730487836, 0.6089142500820955, 0.04741642506803183]","[5.266603561964744, 1.6564479418476883, -0.4730797654475254]","[6.490101909778051, 1.9942709674105272, 0.1134381157653568]","[6.952421008834039, 1.28473265348574, 1.2253958918943246]","[6.191615232561311, 0.23702515994530915, 1.7514769487976092]","[4.9683575931801975, -0.10092622083444862, 1.1652767963273716]","[-5.1071245430986725, 0.3030915404033767, 0.6467129680758263]","[-5.799777775034404, 0.9501290325460092, 1.6607171915316086]","[-5.725585565579306, -0.09484997260386109, -0.3762333562400544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00421,"[0.9362943457637505, -0.9456767601909042, 0.1714161000090949]","[1.3213481569068435, -2.3208611302651647, 0.6765449584658012]","[2.72223875509201, -2.5447725662184766, 0.10104431710268105]","[3.184165020217029, -1.203874881267832, -0.48464512456562925]","[3.1266693497800335, -1.2757459822841544, -2.0261369405093506]","[4.5520233928499785, -1.063791568565598, -2.5360223504608386]","[5.3168215894773505, -0.8699099874257584, -1.2910485508520928]","[6.5553274197948515, -0.6523858204028556, -1.2556827651305769]","[4.540600862382938, -0.9496581805400046, -0.15834451316039352]","[2.227029695741392, -0.15975681871242853, 0.11321295130052692]","[2.7000532640498642, 0.24771458260093712, 1.5192786969417262]","[1.980657732091024, 1.0962015438776018, -0.7285756985073203]","[0.8668619799974677, 1.9498709102848946, -0.09943855609227484]","[-0.4353252557854302, 1.1483438721876533, 0.1393127833712305]","[-0.18687338415482332, -0.18943697200031054, 0.8807324904058218]","[-1.4780054168986376, -1.0170525399920856, 0.9465645027479195]","[-2.5603473613029064, -0.24373369189516014, 1.6947388877381309]","[-2.7543024542331445, 1.1253728780863073, 1.1138147047594502]","[-4.003164688316989, 1.5942308183487703, 1.0268054773738482]","[-4.279272255613846, 2.961365143063878, 0.5682733143388005]","[-5.468380098863947, 3.3537033395948006, 0.44834143029919926]","[-3.1529654760754564, 3.9084853057733593, 0.3075454838436848]","[-1.9162195911321969, 3.1391329886892203, -0.1531066457892135]","[-1.5401880412402753, 1.998547583049806, 0.8120452658955054]","[-1.0284294339817053, 2.5920266042215045, 2.123517189430769]","[-2.075895552592163, -1.5239552980934254, -0.708115143845552]","[-2.7992414509313273, -3.0383903760943203, -0.08364129510202058]","[-4.222578484535898, -3.0602754961710223, 0.35503805883722594]","[-2.1289026184853923, -4.05571749965913, -0.026887647057094517]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00423,"[-4.6000977674394745, 2.1984296284448654, -1.0559249357655587]","[-3.321832572987627, 1.8130420460210384, -0.5690071939977202]","[-2.812565135180176, 0.5185665296811547, -0.7195667859502536]","[-1.5390713037694483, 0.2193841196353981, -0.20976635101653016]","[-0.8096184637118847, 1.223384160335055, 0.44000562056200915]","[0.5090266850899358, 1.0297233992518011, 0.9416893710308336]","[1.5192498742159204, 1.060796258286863, -0.19508656425312068]","[1.5954411974840772, 2.3517618496293706, -0.7169194860629234]","[2.8853074345984298, 0.6435798372922817, 0.31426422867165493]","[2.8819675091895745, -0.7421427356341664, 0.6284673859108938]","[4.013811681082618, -1.386387575993534, 1.1268270353604266]","[3.955534922153502, -2.775705093084994, 1.4249514392619138]","[5.086875836095155, -0.753256943440073, 1.3164154685103777]","[-1.0212809876118314, -1.0788281298949267, -0.35546205768337386]","[-1.7628382653736736, -2.0683581429664315, -1.0042816422893879]","[-3.0282820386414855, -1.770551609750812, -1.5123455931970133]","[-3.55162860519389, -0.48343759781232004, -1.3709364064825271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00424,"[3.576081057674185, 1.137881531954237, -2.8369191740361934]","[3.9533932390338977, 0.4601464521433681, -1.5959021967256302]","[3.5189268202328274, -0.9343899544546325, -1.5221529594211811]","[3.7471739227608656, -1.3074080727391268, -0.06638969361027225]","[3.643476507191464, 0.014499888487688123, 0.6870302420218825]","[3.363792199825935, 1.0468979718087648, -0.39297744752527025]","[1.8301493269408988, 1.1888263309804779, -0.5031966360321193]","[1.1658021720654475, 0.14423798972580487, -1.424521470419051]","[2.008650400309697, -1.0918448252720485, -1.802872930136279]","[-0.13442666756347296, -0.21809799174323322, -0.9658447143314087]","[-0.3729134053254354, -0.9157484992005384, 0.2254943613361783]","[0.5814902329693765, -1.2784417320395502, 0.9638953515947395]","[-1.7752114465020175, -1.2335060889041314, 0.6409394325115071]","[-2.484271611049472, -2.1760414408626882, -0.33069821379169373]","[-2.632638618130496, -1.589848868606868, -1.589756933325401]","[-2.577103992475026, -0.009379523355207904, 0.9715099477253476]","[-2.8296771460317616, 0.9841804877462805, 0.012336142987195934]","[-3.5804797952485568, 2.113711280821783, 0.35029331084539833]","[-4.083021085196826, 2.2561276941070196, 1.6467335632210667]","[-3.8351229843098786, 1.2690914451368394, 2.60500263935861]","[-3.0840691271709613, 0.13910592426625717, 2.267427758681393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00428,"[-3.8602343412215303, -1.2869532296025656, 0.10827071453373278]","[-3.5893270288597723, 0.14403119511672416, 0.15434330752452985]","[-4.639465293432438, 1.0572417907904417, 0.3424936664633434]","[-5.818626789801946, 0.6680762430555887, 0.4727978552529196]","[-2.248701454735873, 0.6266877647439553, 0.009204399741707761]","[-2.0202562807825064, 1.866431233473837, 0.04978586377237753]","[-1.1696971006008963, -0.29359022297483783, -0.1853993900037538]","[0.21795109929483508, 0.1345444143161034, -0.3115452765049183]","[0.7692902011626099, 0.5981652904256385, 1.045630172327325]","[0.5863768411209305, -0.3692674567551649, 2.042843768137731]","[2.1269405420201752, 0.978818989006871, 0.9416879689969848]","[2.9039072450351875, -0.15028267788841168, 0.5968180027946135]","[4.377226435380443, 0.21502495578832403, 0.6745132679962668]","[4.729482834451371, 0.4830154811475419, 1.997196419191457]","[2.5517621953658347, -0.6393620491010866, -0.8133241605908383]","[3.3131202717685175, -1.7662356294346129, -1.131934839974442]","[1.0698717780474345, -1.002915319112622, -0.8697538496799223]","[0.7003788457876585, -1.2634307729957053, -2.190358420973702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00429,"[2.3878257096540247, -0.3099442656475548, -0.35515584809242634]","[1.4073616046905646, 0.638517274683151, -0.05242333346703132]","[0.07769164185436733, -0.03460426314845417, 0.2786880522948818]","[0.2668477202927228, -0.9352090432599811, 1.4050217290573954]","[-0.4173791864115925, -0.8268308513155266, -0.9322545593796752]","[-1.6116994210574762, -1.4908187851110035, -0.6409398908953834]","[-0.9406148310707133, 1.0329691311272307, 0.6738005255996126]","[-1.1700332379519254, 1.925920802672099, -0.37673667511746106]","[4.288577539811657, 4.629395247445743, 1.333490384633319]","[3.6736802889118696, 4.4836222038422955, -0.04540163129257367]","[2.5005407259787447, 3.5164455997230437, -0.011756780139378703]","[2.9713432951716237, 2.0751148384118583, -0.12184886507255983]","[3.395878234874067, 1.5425334137902933, 1.241718205493059]","[3.877051043424672, 0.09152247813305905, 1.1906044364432375]","[4.857352399182391, -0.06362230578777102, 0.20640043147415274]","[4.4872053205062485, -0.2446149735582844, 2.534640397330143]","[2.7390947327017794, -0.8582893571469726, 0.9479586419690406]","[2.1245635782306542, -0.9559033679970512, -0.2372953410241181]","[0.9769894619562016, -1.9027878533886362, -0.47601814144579413]","[1.317251422466741, -3.3921057296018904, -0.33565050393724905]","[2.6900536537530493, -3.6402235177116062, -0.2532549595274866]","[0.6123985882051741, -3.88235628286986, 0.9154804345083773]","[-0.5982698928614608, -2.986113478695659, 1.0816944889777163]","[-1.6662143534516067, -3.527848765656732, 0.36139231376240233]","[-0.15694268604240424, -1.6405736757386808, 0.5082836799381003]","[-1.2693015582364977, -0.7361611288187855, -0.03374893740584257]","[-1.8008660195988238, -1.1946741802453056, -1.3617448559733472]","[-2.776558952895655, -0.5514188548063257, -2.012979804267301]","[-3.4446921999004028, 0.6816693014291856, -1.4870316306286817]","[-4.421407474802852, 0.32208762297528193, -0.3790888106059133]","[-5.091410140200755, 1.572178523131761, 0.16687011202372243]","[-6.144434751416628, 2.060821910941446, -0.7684580508677479]","[-7.310762682939776, 1.5928583231610765, -0.7039014859432254]","[-5.831119572828154, 3.008444009038332, -1.7334972784992737]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00430,"[2.069438530527643, 0.8833645596580937, -0.6303120320195528]","[1.4530006706950709, 0.7496722390923714, 1.0867534857422836]","[3.0585791170499137, 0.0716928410556621, 1.6570526342479117]","[3.4291686923336515, -1.2420929860550365, 1.0021164398652722]","[4.136502633734937, -2.2443414744207906, 1.8634353791953506]","[5.790400625214113, -1.6482009111496052, 2.3469933474712383]","[6.534125054274304, -2.0714377009380684, 0.7723083526595569]","[7.028616642464036, -3.284141041752701, 0.46573841084467366]","[7.478706618272209, -3.164566812719744, -0.7777499513379851]","[7.2734660580039066, -1.9322972067580393, -1.2215634409500555]","[6.685008256076093, -1.2382033454001722, -0.266977699043999]","[6.3076512442401595, 0.1606575978977819, -0.3650715954620758]","[3.2043687836259327, -1.4490234092121053, -0.3183121696026299]","[2.5062690917002084, -0.42768737663318984, -1.0340506352280021]","[1.6017348044177981, -0.33556049246714204, -2.200309417166899]","[1.3255819607280905, -1.0776028020752388, -3.178314424055373]","[1.0972524129244468, 0.9839743378720948, -1.698140425514635]","[-0.27632346387551393, 0.8396154856437186, -1.2290607609077524]","[-1.4011115461587091, 0.8164336903516147, -2.112286075168256]","[-1.245489551220296, 0.9872424927223432, -3.350261497717675]","[-2.7764281951154954, 0.6141681666829849, -1.5659387439943693]","[-3.13710883722944, 1.7318042661393531, -0.7015726877956854]","[-4.478948469645172, 1.9857728720294998, -0.2714164728418395]","[-5.415494226424493, 1.2486175688888228, -0.6820358259761077]","[-4.7525091017751215, 3.113098688011069, 0.6472794492239419]","[-6.040254124236029, 3.393397924745206, 1.1524167670867704]","[-7.138709806430853, 2.614024874407149, 0.8076793307728546]","[-6.227857175670706, 4.471806569487278, 2.020029802956317]","[-5.137939979492323, 5.2636089273000115, 2.3778941218065732]","[-5.327954409556677, 6.413457146689277, 3.300659865735264]","[-3.902395367414769, 4.98373119302679, 1.887277125597846]","[-3.6914801774310466, 3.9399371218724686, 1.0431943610860608]","[-2.884102841814486, -0.6947122292300685, -0.8380231756814355]","[-2.3453496357637644, -0.857898329743497, 0.44853640795403893]","[-2.442712418685177, -2.0899851991156138, 1.1005801716937311]","[-3.0751195851642796, -3.1649465800431056, 0.4698474012000955]","[-3.1731155691401542, -4.389030679295529, 1.1171645469878582]","[-3.6059425090263906, -3.0093164831456987, -0.8141942637350607]","[-3.508517468670369, -1.7769036660043145, -1.4677490534722255]","[3.5668088793194106, -2.698296591261238, -1.0329534394597948]","[3.593944769064935, -2.7125496907793627, -2.4212563503059616]","[3.844239615266216, -3.757283555363299, -0.4102999062118394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00436,"[-5.599589224651456, 0.6862707159329109, -0.15104412956843444]","[-4.245988387340654, 0.6699867170833739, -1.223470697778307]","[-4.509658895717156, -0.2696613423885283, -2.365744862588831]","[-4.06812008764216, 2.056828557338992, -1.7758258725528844]","[-2.7733855953801436, 0.18638917023556922, -0.371012622885538]","[-1.668417064748503, 1.040693108603908, -0.47641938305261666]","[-0.4638638634488176, 0.7364481201573745, 0.15593344981368304]","[-0.3431513367394107, -0.4328526184675491, 0.9078850701997285]","[0.8847493288636592, -0.7602722683582207, 1.5676664206294089]","[2.172023731484838, -0.1353741983273383, 1.2608099719916435]","[2.7625446347720737, -0.7062280128343366, -0.027151783867891226]","[4.209220264976011, -0.3654818669041461, -0.14754789498341983]","[5.170074529774256, -1.1416215366719722, 0.5109515850667723]","[6.525281173860395, -0.8124279233823792, 0.4097470954392947]","[6.921291582103778, 0.294559539659637, -0.3472544194768449]","[5.962299815226274, 1.0731823188699317, -1.0024583334055912]","[4.607133754968845, 0.7442877459658211, -0.9016270396705393]","[2.07701724486583, 1.3292687758478279, 1.2307593844625788]","[0.8860069399007794, 1.8428219565497128, 0.07389398794983294]","[0.4289246383215287, 3.23069680911537, 0.42356823731048276]","[1.476116901675926, 1.835300876726359, -1.3080986036125368]","[-1.4398821884863446, -1.284914976211091, 1.0344642417224243]","[-2.6601024595355502, -1.0067041514828676, 0.3953588355546805]","[-3.806148686611097, -1.9699269625778533, 0.6083267572946737]","[-4.3963406213591565, -2.302856090211002, -0.5953677433056026]","[-4.746340591351963, -1.3966787935421314, 1.4428576618070947]","[-3.3616955377523956, -3.141733670692472, 1.1992581768511144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
